year,journal,title_length,cites
2007,Journal of Allergy and Clinical Immunology,47,447
2007,Nature Cell Biology,95,447
2007,Nature,70,447
2007,Optics Express,67,446
2007,Nature,89,446
2007,British Medical Journal,102,445
2007,Nature Physics,59,445
2007,PNAS,106,445
2007,New Eng J Med,81,445
2007,Nature,88,445
2007,Nature,90,444
2007,Nature Genetics,111,444
2007,Nano Lett,62,444
2007,Journal of Physical Chemistry B,55,444
2007,Biological Psychiatry,42,444
2007,"Diabetes, Obesity and Metabolism",243,444
2007,Science,63,444
2007,Science,87,443
2007,Journal of Physical Chemistry A,42,443
2007,New Eng J Med,77,443
2007,Nature Cell Biology,41,443
2007,Science,62,443
2007,Diabetes,79,443
2007,Nature,69,442
2007,Astronomy and Astrophysics,75,442
2007,Science,82,442
2007,Journal of the American Medical Association,108,442
2007,Molecular and Cellular Biology,31,442
2007,New Eng J Med,66,441
2007,Cell,64,441
2007,Genesis,46,441
2007,PNAS,60,441
2007,International Journal of Robust and Nonlinear Control,76,441
2007,Nature Biotechnology,76,441
2007,Journal of Infectious Diseases,171,440
2007,J Am Chem Soc,38,440
2007,Phys Rev Lett,52,440
2007,Research Policy,46,440
2007,Nature Protocols,105,439
2007,Neuron,55,439
2007,Bioinformatics,56,439
2007,Annals of Surgery,154,438
2007,Child Development,132,438
2007,Nature Genetics,59,438
2007,Nature Genetics,92,438
2007,Lancet,66,437
2007,Ecology,44,437
2007,EMBO Journal,120,437
2007,Journal of the American Medical Association,154,436
2007,Journal of Economic Perspectives,88,436
2007,Lancet,92,435
2007,Gastroenterology,117,435
2007,Journal of Experimental Medicine,97,434
2007,Small,85,434
2007,J Phys Chem C,124,434
2007,Nature Cell Biology,87,434
2007,Circulation Research,147,434
2007,PLoS ONE,105,434
2007,IEEE Transactions on Automatic Control,92,434
2007,Biological Psychology,25,434
2007,PLoS ONE,89,433
2007,Nature Nanotechnology,110,433
2007,Nature Immunology,106,433
2007,International Journal for Quality in Health Care,117,433
2007,American Journal of Human Genetics,141,433
2007,Academy of Management Review,97,433
2007,Nature Nanotechnology,85,433
2007,Molecular and Cellular Proteomics,192,433
2007,PNAS,36,433
2007,Carcinogenesis,105,433
2007,Chemistry Letters,54,433
2007,IEEE Transactions on Industrial Electronics,55,433
2007,Environmental Science and Technology,163,432
2007,Nature Photonics,38,432
2007,Nature Genetics,111,432
2007,Nature Protocols,43,432
2007,Nature,72,432
2007,EMBO Journal,97,432
2007,International Immunology,105,432
2007,Kidney International,104,432
2007,Journal of Food Engineering,70,432
2007,Nature,66,431
2007,MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC,59,431
2007,Science,44,431
2007,Vaccine,85,431
2007,Genome Biology,116,430
2007,Resuscitation,116,430
2007,Nature Immunology,78,430
2007,Applied Physics Letters,28,429
2007,IEEE Transactions on Fuzzy Systems,42,429
2007,Dalton Transactions,51,429
2007,Psychological Bulletin,98,429
2007,"Cancer Immunology, Immunotherapy",156,429
2007,IEEE Transactions on Image Processing,57,429
2007,PNAS,91,428
2007,Nature protocols,125,428
2007,J Clin Oncol,196,428
2007,Cell,74,428
2007,Nucleic Acids Research,71,428
2007,Nucleic Acids Research,99,428
2007,Cell,104,427
2007,Brain,103,427
2007,IEEE Transactions on Software Engineering,50,427
2007,Optics Letters,37,427
2007,Journal of Oral and Maxillofacial Surgery,122,427
2007,J Clin Invest,113,427
2007,IEEE Transactions on Biomedical Engineering,83,426
2007,Cell,83,426
2007,Journal of the American Medical Association,51,426
2007,Chemical Society Reviews,71,426
2007,Hypertension,67,426
2007,Nature Physics,36,426
2007,J Mater Chem,44,425
2007,Behavior Research Methods,87,425
2007,Annals of the Rheumatic Diseases,59,425
2007,Nature,79,425
2007,New Eng J Med,57,425
2007,Biomaterials,87,425
2007,PNAS,51,425
2007,Journal of Thrombosis and Haemostasis,131,424
2007,Nature,54,424
2007,J Clin Oncol,108,424
2007,Solid State Communications,18,424
2007,Cancer Research,48,424
2007,Climate of the Past,128,424
2007,Clinical Cancer Research,157,424
2007,Annals of the Rheumatic Diseases,186,424
2007,Science,60,423
2007,Nature,57,423
2007,Nature Materials,97,423
2007,New Eng J Med,67,423
2007,Immunity,76,422
2007,J Am Coll Cardiol,113,422
2007,Nature,61,422
2007,Critical Care Medicine,128,422
2007,Science,75,422
2007,Science,88,422
2007,Nucleic Acids Research,87,422
2007,Angew Chem Int Ed,57,421
2007,Science,88,421
2007,Journal of Geophysical Research: Atmospheres,167,421
2007,Nucleic Acids Research,40,421
2007,New Eng J Med,76,420
2007,JETP Letters,50,420
2007,Molecular Systems Biology,78,420
2007,Computer Physics Communications,86,420
2007,Materials Today,38,420
2007,Nature,92,420
2007,Proceedings of the IEEE,57,420
2007,Cerebral Cortex,71,420
2007,Biological Psychiatry,140,419
2007,IEEE Transactions on Image Processing,87,419
2007,Reports on Progress in Physics,76,419
2007,Nano Lett,151,419
2007,Gastroenterology,104,419
2007,Nature Neuroscience,75,419
2007,Nature,75,418
2007,Journal of Bioscience and Bioengineering,133,418
2007,Biomacromolecules,135,418
2007,Journal of the American Medical Association,89,418
2007,Blood,181,417
2007,Cell Death and Differentiation,94,417
2007,Cancer Cell,121,417
2007,Nature Genetics,111,417
2007,Archives of General Psychiatry,190,417
2007,Nature Biotechnology,88,417
2007,Journal of Computational Chemistry,189,417
2007,Science,68,416
2007,PNAS,102,415
2007,Political Analysis,100,415
2007,J Am Coll Cardiol,111,415
2007,Circulation,400,415
2007,Annals of Thoracic Surgery,187,415
2007,Archives of Internal Medicine,176,414
2007,Nano Lett,97,414
2007,Journal of the American College of Radiology,71,414
2007,Nature Materials,43,414
2007,Cell Stem Cell,97,413
2007,Dalton Transactions,72,413
2007,Cell,72,413
2007,Journal of the American Medical Association,188,413
2007,IEEE Transactions on Automatic Control,79,413
2007,Phys Rev Lett,38,412
2007,Journal of Experimental Medicine,137,412
2007,Behavioral and Brain Sciences,83,412
2007,Circulation,120,412
2007,J Clin Oncol,116,412
2007,New Eng J Med,79,412
2007,Geology,142,412
2007,Nature Biotechnology,89,412
2007,Nature Protocols,72,412
2007,Blood,113,411
2007,Circulation,122,411
2007,New Eng J Med,70,411
2007,Nano Lett,61,411
2007,Cancer Research,105,411
2007,Journal of the American Medical Association,146,411
2007,New Eng J Med,61,411
2007,Circulation,111,410
2007,J Clin Oncol,179,410
2007,Cell,61,410
2007,Science,92,410
2007,Nature Medicine,100,410
2007,Lancet,132,410
2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,17,410
2007,Angew Chem Int Ed,101,410
2007,Genome Biology,92,409
2007,Environmental Health Perspectives,153,409
2007,Science,58,409
2007,Journal of Experimental Medicine,124,409
2007,Atmospheric Chemistry and Physics,95,409
2007,Nature,64,409
2007,Oncogene,99,408
2007,Lancet Oncology,138,408
2007,Ecology,52,408
2007,Statistics in Medicine,64,408
2007,Science,60,408
2007,Hepatology,100,408
2007,American Journal of Obstetrics and Gynecology,75,408
2007,Circulation,172,408
2007,Diabetologia,151,407
2007,J Am Chem Soc,87,407
2007,Science,69,407
2007,Automatica,70,407
2007,Nucleic Acids Research,71,407
2007,Nature,81,406
2007,Advanced Functional Materials,61,406
2007,Nature,92,406
2007,Plant Journal,107,406
2007,Trials,81,406
2007,Cell Metabolism,104,406
2007,Nature Medicine,90,406
2007,Nature Physics,42,406
2007,PNAS,90,406
2007,Neuropsychologia,114,406
2007,Blood,237,405
2007,Chest,107,405
2007,Psychological Bulletin,87,405
2007,Journal of the American Medical Association,82,405
2007,J Am Coll Cardiol,116,405
2007,Developmental Cell,95,405
2007,Science,66,405
2007,New Eng J Med,72,405
2007,Human Molecular Genetics,135,405
2007,Circulation,92,405
2007,Nature,71,404
2007,Nature,72,404
2007,Journal of the American Medical Association,158,404
2007,J Clin Oncol,122,404
2007,Nano Lett,47,404
2007,Nature,43,403
2007,Science,89,402
2007,Progress in Photovoltaics: Research and Applications,86,402
2007,Science,60,402
2007,Autophagy,109,402
2007,Nature Protocols,117,402
2007,Nature Genetics,75,402
2007,Nucleic Acids Research,70,402
2007,Lancet,179,402
2007,Nature Biotechnology,49,402
2007,British Medical Journal,75,401
2007,Science,69,401
2007,Psychological Inquiry,74,401
2007,Journal of Agricultural and Food Chemistry,36,401
2007,Ecological Economics,85,401
2007,Nature Medicine,92,401
2007,Science,83,401
2007,Aldrichimica Acta,60,401
2007,Phys Rev B,72,401
2007,Science,51,401
2007,Proceedings of the IEEE,67,401
2007,Nature Medicine,107,400
2007,Nature Genetics,99,400
2007,Science,79,400
2007,Environmental Science and Technology,94,400
2007,Neoplasia,101,400
2007,Molecular Cell,86,400
2007,PNAS,92,399
2007,Cell,103,399
2007,Nano Lett,107,399
2007,Science,91,399
2007,Lancet,147,399
2007,Nature,90,399
2007,J Clin Oncol,159,399
2007,Nature Nanotechnology,69,399
2007,Annals of Internal Medicine,153,399
2007,Blood,139,399
2007,Annual Review of Psychology,42,399
2007,PNAS,64,399
2007,Neuron,57,398
2007,Nano Lett,75,398
2007,Human Reproduction,127,398
2007,J Clin Oncol,262,398
2007,Nature Immunology,124,398
2007,Optics Express,79,398
2007,Environmental Science and Technology,71,398
2007,Ecological Applications,77,397
2007,J Am Chem Soc,91,397
2007,Journal of Nuclear Medicine,113,397
2007,Cell Metabolism,116,397
2007,Journal of the American Statistical Association,57,397
2007,Annals of Internal Medicine,72,397
2007,Neuron,40,396
2007,Nature Photonics,65,396
2007,Nature Neuroscience,55,396
2007,Angew Chem Int Ed,58,396
2007,Science,49,396
2007,Nature Cell Biology,88,396
2007,Nature,84,396
2007,Journal of Computer Security,34,396
2007,J Clin Invest,51,395
2007,New Eng J Med,41,395
2007,Oncogene,55,395
2007,IEEE Journal on Selected Areas in Communications,72,395
2007,J Clin Oncol,133,395
2007,Nature,74,395
2007,Nature,69,395
2007,Lancet,125,395
2007,"Astrophys J, Supplement Series",137,395
2007,Catalysis Today,129,395
2007,Review of Palaeobotany and Palynology,40,395
2007,IET Electric Power Applications,62,394
2007,Nature Genetics,66,394
2007,Acta Physica Slovaca,25,394
2007,Science,77,394
2007,Astrophys J,75,394
2007,Cell,97,393
2007,New Eng J Med,77,393
2007,Energy,57,393
2007,BMC Genomics,72,393
2007,PNAS,102,393
2007,American Economic Review,108,393
2007,Nucleic Acids Research,55,393
2007,J Am Chem Soc,81,392
2007,Nature Biotechnology,111,392
2007,Circulation,80,392
2007,Lancet,136,392
2007,Nature Genetics,74,392
2007,Psychological Science,89,392
2007,IEEE Journal on Selected Areas in Communications,37,392
2007,British Medical Journal,69,392
2007,Nature Neuroscience,109,392
2007,Nature,86,392
2007,Lancet,95,391
2007,Pattern Recognition,56,391
2007,Lancet,221,391
2007,Nature Physics,58,391
2007,Nature Materials,86,391
2007,Applied Catalysis B: Environmental,113,391
2007,Breast Cancer Research and Treatment,82,391
2007,PNAS,90,390
2007,Human Brain Mapping,85,390
2007,"Phys Rev D",64,390
2007,Organization Studies,53,390
2007,NeuroImage,85,390
2007,J Phys Chem C,104,390
2007,PNAS,69,390
2007,Journal of neurotrauma,63,389
2007,Journal of Urology,81,389
2007,Green Chemistry,111,389
2007,Archives of Neurology,107,389
2007,Astrophys J,113,389
2007,Small,70,389
2007,Nature,92,388
2007,Nano Lett,72,388
2007,Circulation,81,388
2007,New Eng J Med,50,388
2007,Materials Today,21,388
2007,Neurology,91,387
2007,Journal of the Association of Information Systems,30,387
2007,Diabetes,102,387
2007,Journal of High Energy Physics,46,387
2007,International Journal on Software Tools for Technology Transfer,84,387
2007,Molecular and Cellular Proteomics,84,387
2007,Nature Medicine,57,387
2007,Cell Metabolism,126,386
2007,Blood,113,386
2007,Science,60,386
2007,Journal of Pediatrics,116,386
2007,Bioinformatics,72,385
2007,Data Mining and Knowledge Discovery,61,385
2007,IEEE Transactions on Power Electronics,67,385
2007,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",42,385
2007,J Mater Chem,68,385
2007,IEEE Transactions on Power Electronics,85,385
2007,Organic and Biomolecular Chemistry,136,385
2007,J Am Coll Cardiol,108,385
2007,Molecular Systems Biology,51,385
2007,IEEE Journal of Solid-State Circuits,83,385
2007,New Eng J Med,58,384
2007,Annals of the Rheumatic Diseases,216,384
2007,Nature,63,384
2007,International Journal of Computer Vision,106,384
2007,Lancet,140,384
2007,Phys Rev Lett,36,384
2007,Computer,41,384
2007,Nature protocols,61,383
2007,PNAS,108,383
2007,Cell,98,383
2007,American Journal of Epidemiology,75,383
2007,Nano Lett,87,382
2007,Astrophys J,62,382
2007,New Eng J Med,73,382
2007,Chemical Society Reviews,112,382
2007,Nano Lett,90,382
2007,Astronomy and Astrophysics,78,382
2007,Green Chemistry,129,382
2007,Journal of Cognitive Neuroscience,92,382
2007,Topics in Catalysis,45,381
2007,IEEE Transactions on Automatic Control,65,381
2007,EMBO Journal,100,381
2007,Cancer Research,107,381
2007,British Journal of Psychiatry,90,381
2007,Nucleic Acids Research,88,381
2007,Science,63,380
2007,Chemical Society Reviews,70,380
2007,Advanced Materials,101,380
2007,J Phys Chem C,69,380
2007,Nature,99,380
2007,IEEE Electron Device Letters,91,380
2007,Nature Cell Biology,110,380
2007,Journal of Physics G: Nuclear and Particle Physics,43,380
2007,Journal of the American Medical Association,54,380
2007,Science,28,380
2007,Nature,46,379
2007,Nature,90,379
2007,IEEE Transactions on Circuits and Systems for Video Technology,58,379
2007,Structural Equation Modeling,72,379
2007,Nature Biotechnology,84,379
2007,Science,49,379
2007,Angew Chem Int Ed,84,379
2007,J Am Chem Soc,56,379
2007,Toxicology Letters,72,379
2007,Phys Rev Lett,67,378
2007,New Eng J Med,83,378
2007,Nature,76,378
2007,Bioinformatics,58,378
2007,Science,79,378
2007,Brain,114,378
2007,Health Information and Libraries Journal,116,378
2007,New Eng J Med,74,377
2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,74,377
2007,Nano Lett,92,377
2007,ACM Transactions on Knowledge Discovery from Data,41,377
2007,Science,66,377
2007,Nature Genetics,88,377
2007,"Sensors and Actuators, B: Chemical",46,377
2007,Emerging Infectious Diseases,107,376
2007,IEEE Signal Processing Magazine,26,376
2007,Nucleic Acids Research,107,376
2007,Circulation,138,376
2007,Europace,274,376
2007,Cell,86,376
2007,Immunity,77,376
2007,Science,98,376
2007,Journal of the American Medical Association,152,376
2007,Nature Genetics,69,376
2007,Clinical Infectious Diseases,157,376
2007,European Journal of Operational Research,52,375
2007,Molecular and Cellular Proteomics,127,375
2007,J Am Chem Soc,101,375
2007,Green Chemistry,84,375
2007,Gut,116,375
2007,Clinical Cancer Research,144,375
2007,Nature,84,374
2007,Journal of Mathematical Imaging and Vision,58,374
2007,Reviews of Modern Physics,67,374
2007,J Mater Chem,108,374
2007,Advanced Materials,23,373
2007,Solar Physics,39,373
2007,J Am Chem Soc,88,373
2007,Neurology,85,373
2007,Nature,55,372
2007,Journal of Climate,60,372
2007,Nature Medicine,102,372
2007,Cell,89,372
2007,Cerebral Cortex,153,372
2007,Lancet,140,372
2007,Journal of Consumer Research,53,371
2007,Accounts of Chemical Research,90,371
2007,Journal of Bone and Joint Surgery - Series A,107,371
2007,PNAS,135,371
2007,Bulletin of the American Meteorological Society,79,371
2007,J Am Coll Cardiol,95,371
2007,Nature Medicine,100,371
2007,Cell,68,371
2007,Computer Methods in Applied Mechanics and Engineering,44,370
2007,J Clin Oncol,129,370
2007,Stem Cells,146,370
2007,American Psychologist,76,370
2007,Nature,76,370
2007,MIS Quarterly: Management Information Systems,104,370
2007,New Eng J Med,82,370
2007,Progress in Photovoltaics: Research and Applications,69,370
2007,American Journal of Infection Control,110,369
2007,Nature Genetics,57,369
2007,Science,85,369
2007,Ophthalmology,72,369
2007,J Am Coll Cardiol,194,369
2007,Journal of Biopharmaceutical Statistics,82,369
2007,J Clin Oncol,43,369
2007,Diabetes,89,369
2007,Otolaryngology - Head and Neck Surgery,44,368
2007,Advanced Materials,89,368
2007,Cell,56,368
2007,PLoS Pathogens,92,368
2007,Journal of Virology,44,368
2007,PNAS,80,368
2007,Cancer Research,138,368
2007,Nature Methods,79,368
2007,Astrophys J,69,368
2007,Nature,56,367
2007,Surgery,142,367
2007,Neural Computation,63,367
2007,Nature Materials,48,367
2007,Neuron,139,367
2007,DNA Research,86,367
2007,American Journal of Kidney Diseases,142,367
2007,Photogrammetric Engineering and Remote Sensing,86,367
2007,Journal of Clinical Endocrinology and Metabolism,74,367
2007,Nature,80,367
2007,Nature Biotechnology,76,367
2007,Nature,88,366
2007,Lancet,123,366
2007,Virchows Archiv,107,366
2007,Cell,66,366
2007,Nature Materials,50,366
2007,Journal of the American Society of Nephrology,119,366
2007,Computational Linguistics,37,366
2007,Circulation Research,139,366
2007,Journal of the American Medical Association,118,366
2007,Journal of Immunology,79,366
2007,Oncologist,131,366
2007,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",31,365
2007,Journal of Electroceramics,55,365
2007,Blood,112,365
2007,Journal of Biological Chemistry,94,365
2007,Computer Science Review,16,365
2007,Stroke,54,365
2007,Brain,112,365
2007,Journal of the National Cancer Institute,119,365
2007,American Journal of Human Genetics,71,364
2007,Nature Medicine,102,364
2007,Astrophys J,93,364
2007,PLoS Medicine,95,364
2007,"Brain, Behavior, and Immunity",62,364
